password,strength_label,crack_time_seconds
report144!,weak,0.001363
Ytrgr#zDAZaWwT9g(z<,strong,1000000000.0000000001
YFN&s6LM'2,medium,1.0000000001
H_:iR=wm$msi67Edy_,strong,100000000.0000000001
onto674!,weak,0.002161
O9*'e9=Q,weak,0.0100000001
k^[h1&wY#]nX[@|,strong,100000.0000000001
d]v%4%RHH,medium,0.1000000001
%b1sD=}YLZ&f[,strong,1000.0000000001
jT_`4]M+,weak,0.0100000001
hundred85@,weak,0.000094
oHg}(E89|c(,strong,10.0000000001
ratT)1UvLGp,strong,10.0000000001
year178@,weak,0.000101
#{5GCPfR=3t,strong,10.0000000001
}bUkvn(A#U1,strong,10.0000000001
p$!i|HLP[+oazL(D`,strong,4680000.01
south889!,weak,0.000163
ago578!,weak,0.000593
SS0;4sb=^ueNn,strong,1000.0000000001
sea326!,weak,0.000823
"DLb;yVnuyn7""{oW`2",strong,10000000.0000000001
"lwK,/}fHXKUH!pncr",strong,10000000.0000000001
worry260#,weak,0.000499
now407!,weak,0.000101
B^bG!n:0=8h~,strong,100.0000000001
"/kml(8Iic~'!,sO\",strong,1000000.0000000001
century678!,weak,0.000309
so924!,weak,0.0001000001
"e2rQQ5_NhQTk""!R4;",strong,10000000.0000000001
"]zDmDA%:g,f=H$xw",strong,1000000.0000000001
a=Ma6/aQ$6Kuk*NTM_l9,strong,10000000000.0000000001
water660@,weak,0.000457
there574,weak,0.00001022133333333333325754210819
@VJD>fGqN^S[;R,strong,10000.0000000001
'j2uC#nm]U:/mL/bq])D,strong,10000000000.0000000001
MvW&}Jy!>kns<O,strong,10000.0000000001
doctor640@,weak,0.000493
magazine249@,weak,0.000915
expert510!,weak,0.0012034
~4cIpR@|TN%~Y&nNypox,strong,10000000000.0000000001
"jANi=*^q,",medium,0.1000000001
u+8jyW)R2,medium,0.1000000001
"]"",{Vlif2<BB$$,{~",strong,9360000.01
?c)*9!Jv1;iJ&,strong,1000.0000000001
<B|]Yi?DP3k4Sz]+X#Ua,strong,10000000000.0000000001
Xdkti(Kt8f,medium,1.0000000001
hand41!,weak,0.0000668
YhldMOhPGhof!!,strong,10000.0000000001
EQ+.%u+KFaY\2ij3nK<,strong,1000000000.0000000001
into168#,weak,0.000101
those504#,weak,0.000283
plan529#,weak,0.0002714
job638#,weak,0.000415
".eWW;MU"".OPR8o%v",strong,1000000.0000000001
UavhNi01Gqyw,strong,100.0000000001
"uv,Ls8v<En|&Lvtu",strong,1000000.0000000001
Un(RDLOESNC),strong,100.0000000001
_D4$G&Q~l,medium,0.1000000001
free973@,weak,0.000679
end672#,weak,0.000285
partner382!,weak,0.001861
send101!,weak,0.000919
there589#,weak,0.000101
o/j%TbMo0%w2,strong,100.0000000001
identify607#,weak,0.004811
L}.L>$Mzrm),strong,10.0000000001
"9""zE25.>_A)f%c>x)p|+",strong,10000000000.0000000001
mean776!,weak,0.000117
"7t1,\</FF}OM",strong,100.0000000001
develop879#,weak,0.002407
^s[EpO9GJfJ,strong,10.0000000001
force63,weak,0.00000686
"dVR>T/,~?P3$aeGS26n",strong,1000000000.0000000001
new180@,weak,0.000101
|iv~|V>wJs\H,strong,100.0000000001
pressure564#,weak,0.001865
~{jG[8bv,weak,0.0100000001
task510!,weak,0.001275
summer41@,weak,0.0000148
y[1;4:PP:9b%{gl;',strong,10000000.0000000001
approach674#,weak,0.002147
end614#,weak,0.000285
"1<%V'H^PjQ{/S>-Y,EO",strong,1000000000.0000000001
for940!,weak,0.000101
eCzBFk*@,weak,0.0100000001
^E-/1N7l3,medium,0.0568
\Kcy:_ed,weak,0.0100000001
question309!,weak,0.000663
production61#,weak,0.0000536
environment122!,weak,0.002069
development324@,weak,0.000449
TB7+@>j6cp,medium,1.0000000001
}-w921UB'`:J1{MOuA>.,strong,10000000000.0000000001
[j*^3&(Ce0C-N0^K'',strong,100000000.0000000001
minute919,weak,0.0000428
successful696,weak,0.00009893055999999999919509718894
GpGxef|]2+Q5<dNI,strong,1000000.0000000001
decade640#,weak,0.003295
6bFe_'VTIV;v,strong,100.0000000001
!N2ond+<$p$l_f@|,strong,1000000.0000000001
drop582@,weak,0.001007
St]y-.2iFp[j,strong,100.0000000001
medical616@,weak,0.001057
now116#,weak,0.000101
phone371,weak,0.0000556
-n#8ZC!^&,medium,0.1000000001
certain916#,weak,0.001457
through40,weak,0.0000027
0V='Hh\\cp!i,strong,100.0000000001
wV*\}Bdvb8mvh,strong,1000.0000000001
YXY|8ayOY\)w_,strong,1000.0000000001
SCyZZSPS!-Mc'{9,strong,100000.0000000001
"sY&=tK,,",weak,0.0100000001
financial616,weak,0.0001348
)B~6c;Ts(Po,strong,10.0000000001
happy28,weak,0.00000496
year13#,weak,0.000011
oJM2*Xs0yaJ{C3AI-,strong,10000000.0000000001
trouble607,weak,0.0000231536
xdG#*yy2xF)d,strong,100.0000000001
why991@,weak,0.000101
prove881#,weak,0.001161
plan732!,weak,0.00025388
_EDWk3[N4B-N-Ca7^9o,strong,1000000000.0000000001
heavy693,weak,0.0001642
concern406,weak,0.0002144
visit484,weak,0.0001444839466666666654873552034
main972,weak,0.0000406
arm559@,weak,0.0003254
"n]~'9Fl*~,",medium,1.0000000001
hope691@,weak,0.000391
drop869!,weak,0.001007
decide938!,weak,0.001565
"Ua=))RQ).uhm}]Qq""`x",strong,1000000000.0000000001
"s2A3]jh2A,1""",strong,100.0000000001
factor560,weak,0.00007216
bit811@,weak,0.000631
"wykAk3~9IuGnR""q",strong,100000.0000000001
resource146,weak,0.0005304
(o$9%X2\s`e~yvTXz@R,strong,1000000000.0000000001
#7PBFv*{=DyMby9w},strong,10000000.0000000001
stay422#,weak,0.000339
training631,weak,0.000081
cE*C\|gz1H,medium,1.0000000001
child323#,weak,0.000719
result495,weak,0.000078
woman581@,weak,0.000379
activity290!,weak,0.002005
"O/+$sD*c3PuUJzE,1*f",strong,1000000000.0000000001
"TN=Z8""l|aHJ[&Kb",strong,100000.0000000001
e-mL$T^@\MJIQj'_w,strong,10000000.0000000001
1}ap_Gj.>9VKKPJ9<A,strong,100000000.0000000001
understand811!,weak,0.000323
same940#,weak,0.000255
PM108,weak,0.0000100001
better396!,weak,0.000235
q9Q\v[kb/n_yx>.,strong,100000.0000000001
toward447!,weak,0.002959
article440!,weak,0.001689
everyone658@,weak,0.000623
seven534,weak,0.0000822
model624!,weak,0.000933
option5!,weak,0.0000076924
"].F,9eI/JlLo2z=&4VE",strong,1000000000.0000000001
skin470!,weak,0.002037
others125@,weak,0.000725
"JIlF|^""|,mg]",strong,100.0000000001
keep682!,weak,0.000255
approach895@,weak,0.002147
"xV3U,d+0:",medium,0.1000000001
"R9|\_|8Q""",medium,0.1000000001
YH>}usaYj0Tr#h7T0,strong,8160000.01
l/(k+?r@7ugYw,strong,1000.0000000001
yes652#,weak,0.000131
then394@,weak,0.000125
"oj.,X#h-QS~",strong,10.0000000001
58wWDqEaa`,medium,1.0000000001
country217!,weak,0.000439
police209@,weak,0.000689
"{;l?L%/Dk\:C%2`.,3X_",strong,10000000000.0000000001
store529!,weak,0.0006298
movement325#,weak,0.000995
1fdd+n|.e3,medium,1.0000000001
QO]KZ>c4?>,medium,1.0000000001
w9^pd_K9]3|c?w,strong,10000.0000000001
fGq<_r3+T~,medium,1.0000000001
"c8Xh{)l]#8,V^;rU",strong,1000000.0000000001
"o<.=,i#2{A&M",strong,100.0000000001
forward773@,weak,0.001567
he385!,weak,0.0001000001
L9j?$q3%\-A>;0,strong,3300.01
P_QxU***KZd!sOPg,strong,300000.01
whatever225,weak,0.0000218
otar<*`<?Hn,strong,10.0000000001
service819#,weak,0.000347
thank541#,weak,0.000059
reach811#,weak,0.001815
[=<7|taH^/mLFYpd,strong,1000000.0000000001
g@\NU{G.6|u:d,strong,1000.0000000001
fast503,weak,0.0001
vktdEVQ!V0,medium,1.0000000001
*Q>ttgubAU\25{Ba5,strong,10000000.0000000001
hit659,weak,0.00006518047999999999947249307298
"uDG,Lo)?gJS",strong,10.0000000001
Ig(kJZ+%V5YaP6c5Fi,strong,100000000.0000000001
SR[.1<wGz=g0b,strong,1000.0000000001
wish104!,weak,0.000563
customer706#,weak,0.004119
friend364@,weak,0.000407
"OzxN>V/""X'u,W<:[!)g6",strong,10000000000.0000000001
"+cF*"":fVk[/9",strong,100.0000000001
4+n8s+{^}w%L,strong,100.0000000001
structure83!,weak,0.0001186
"I,@JIPgl3R!DKa6>M",strong,10000000.0000000001
rule181@,weak,0.001717
American933!,weak,0.000305
star235,weak,0.00008196330666666666600121970986
%.<=Rqp6fp:,strong,10.0000000001
clearly434,weak,0.000222
throughout808!,weak,0.000799
&JpF;p1?(,medium,0.1000000001
everybody231!,weak,0.000629
Tu?r|:{:,weak,0.0100000001
number904#,weak,0.000225
somebody158@,weak,0.000535
%kv'z8Np,weak,0.0100000001
#t(<MV>G)7,medium,1.0000000001
outside826#,weak,0.000889
n!vQ9tV!Q?~/]GfM&,strong,10000000.0000000001
1smzX@l=nowY,strong,33.01
improve354@,weak,0.003261
certain630@,weak,0.001457
property590@,weak,0.001273
yet540!,weak,0.000479
listen898@,weak,0.000275
always311#,weak,0.000273
/^J62log%G1(C&*q,strong,1000000.0000000001
respond473@,weak,0.004009
{v%ICHG`n*&r5r{[w,strong,10000000.0000000001
EC~.[EI]Qt.wM,strong,1000.0000000001
deal486,weak,0.00004544682666666666630135296146
everyone723@,weak,0.000623
!W?3&-%=',medium,0.1000000001
0w@x<c2liBs&,strong,100.0000000001
drive4#,weak,0.00001098
>'BpJ3/NmU,medium,1.0000000001
charge677@,weak,0.001515
buy365@,weak,0.000875
election961@,weak,0.000547
f?9BFK[hj}KtpmB,strong,100000.0000000001
three659#,weak,0.000119
sound183,weak,0.0000878
garden818!,weak,0.002021
D;Myn(Ga,weak,0.0100000001
cause758@,weak,0.000511
century538,weak,0.0000318
#OGIK+SIafI[la*Gak,strong,46800000.01
'MEq}-}:*xHwk4~|F/,strong,100000000.0000000001
movie721!,weak,0.001065
hard843@,weak,0.000461
even658!,weak,0.000193
family236!,weak,0.000189
strong256#,weak,0.001141
",xz{?ZP@t@S?.h]",strong,100000.0000000001
southern719,weak,0.0000678
push326@,weak,0.001483
morning233!,weak,0.000489
+Wwd-BUue/Vo8/]1ZYi,strong,1000000000.0000000001
special962#,weak,0.000709
iJzZe:/x?[|,strong,10.0000000001
throughout363!,weak,0.000799
"Mj:r""G:?a0W:=>1",strong,100000.0000000001
across494#,weak,0.000841
get628,weak,0.000011
along884@,weak,0.000359
analysis660!,weak,0.002083
V@.0g1*bi;}wWM,strong,10000.0000000001
benefit343!,weak,0.003019
free737,weak,0.0000688
choice626,weak,0.00008878709333333333261180086992
assume635,weak,0.0001760209066666666652281492134
term840,weak,0.000005368
control320,weak,0.00006241407999999999949523044052
act992@,weak,0.000609
\!aXc}g]rhSIR,strong,808.000001
HT:T~Jx.\x%nA1`W9u,strong,100000000.0000000001
.YB7_.OWo,medium,0.1000000001
"7""gr~4O#tiO~~!gC",strong,1000000.0000000001
"""N*9K(n|SR+s!Uw#1",strong,10000000.0000000001
Y%W4VE('Z,medium,0.1000000001
skill710@,weak,0.006625
sound488!,weak,0.000869
UHg5RO@NfU^3#^jlW,strong,10000000.0000000001
what350,weak,0.000011
choice395,weak,0.0000962
U/%T~)iDvoq,strong,10.0000000001
kNYG<_Q8$`A$ug+qhay,strong,1000000000.0000000001
`g{)*T|=0eVl`WIwN,strong,10000000.0000000001
cost790,weak,0.0001546
itself235!,weak,0.001163
car843,weak,0.0000476
outside121#,weak,0.000889
word444!,weak,0.000617
full20,weak,0.00000726
g_@^P#'A-u&L,strong,100.0000000001
structure222@,weak,0.001177
probably740!,weak,0.000439
reveal754#,weak,0.004883
Z;Su;!I|vo\!O,strong,1000.0000000001
"a[17sPKc,P^z",strong,69.61
-a(&-^;:4Q#&d)1ykQ!,strong,1000000000.0000000001
teach376,weak,0.0001808
against723@,weak,0.000203
'>oVv3Q%g+yZ?i^%AZ/t,strong,10000000000.0000000001
(t-:aPQ^h;YeFC_$VXm!,strong,10000000000.0000000001
"<d*m5""4Izq/2L",strong,1000.0000000001
central992#,weak,0.000437
better999!,weak,0.000235
street491,weak,0.0000522
Z^u*|47j[=dc_lTwke,strong,100000000.0000000001
red294@,weak,0.000699
someone390#,weak,0.000361
nature154!,weak,0.001473
zQ.*2r|__#,medium,1.0000000001
security201,weak,0.00008804938666666666595119750128
decide4!,weak,0.00001664
market366,weak,0.0001
_0{o)%79_\*`Q=,strong,10000.0000000001
cell623@,weak,0.001469
sometimes731!,weak,0.000739
simply38@,weak,0.0002216
kid672#,weak,0.000615
:nk[ZEuD1XlWev,strong,10000.0000000001
ShrHD|1$k2_,strong,10.0000000001
"~hZCPOE>v/lC""5&{",strong,1000000.0000000001
green247@,weak,0.000101
least285,weak,0.0000586
":evO6yk)~&.5@,ZG",strong,1000000.0000000001
take348#,weak,0.000139
really307#,weak,0.000105
":O8G&%B*}xlH.g""4NS",strong,100000000.0000000001
rate128,weak,0.0001506
mean546@,weak,0.000117
hundred485,weak,0.00008675839999999999929514160612
voice586#,weak,0.0008326
(krjAA;$*)*A$0n(#,strong,10000000.0000000001
mY-}:J`~G]$7W,strong,1000.0000000001
lot855@,weak,0.000287
zEtYC.6)I[+O.U4D^|3u,strong,10000000000.0000000001
dWq1;g2<bdP.vH960:X(,strong,10000000000.0000000001
member898#,weak,0.000303
qm?@qER/9N8St?-N[I,strong,100000000.0000000001
resource984!,weak,0.005295
season148@,weak,0.000147
process28!,weak,0.0000886
serve838#,weak,0.001805
against407#,weak,0.000203
loss915#,weak,0.001477
PKfzS*R@7,medium,0.1000000001
assume899!,weak,0.001899
three53!,weak,0.0000128
unit290!,weak,0.001209
give337@,weak,0.000203
4F/(U}I}T}.d,strong,100.0000000001
threat106#,weak,0.002291
sv`]&]NyN+%]x,strong,1000.0000000001
"JS:1>Hx\Kv*jD.M,\",strong,10000000.0000000001
soon194@,weak,0.000513
part702,weak,0.0000154
work508#,weak,0.000113
bfePcE-X,weak,0.0100000001
single334!,weak,0.000365
exactly164!,weak,0.000435
we377,weak,0.0000100001
say362,weak,0.00001354101333333333323025726713
J<[1W@&r,weak,0.0100000001
budget769,weak,0.0003004
H&5J-Y(u}z,medium,1.0000000001
sleW-Q6a,weak,0.0100000001
debate251!,weak,0.003777
*JU?xLC=_i!-Em)T<q0,strong,1000000000.0000000001
dinner499!,weak,0.000701
9BQ]]4IPS>3y/,strong,1000.0000000001
dream452!,weak,0.000949
WGoB|0;#^Wui!$bZS]Jj,strong,10000000000.0000000001
our738,weak,0.0000172
]'y*jh!W|?>+`FL,strong,100000.0000000001
expert465#,weak,0.003017
E#(zBdGk_SVg!-FVvh>@,strong,10000000000.0000000001
debate237#,weak,0.003777
live537,weak,0.00001684
despite359!,weak,0.000871
thank27!,weak,0.000021
produce160,weak,0.0001874
today303,weak,0.00004378698666666666631499538198
"zxXd,,Hi>q5Pf",strong,1000.0000000001
beat919#,weak,0.001299
KD\gtG78n=bslf5BI,strong,10000000.0000000001
"tE.{,3Rc3qo",strong,10.0000000001
")Ld\5[`8E""=)r",strong,1000.0000000001
v<})*{Y-m~X,strong,10.0000000001
public668!,weak,0.000293
mzlvV]TEmXN8r,strong,1000.0000000001
hB}R!kNwp&,medium,1.0000000001
choice573,weak,0.000061
|!(.5FhH,weak,0.0100000001
probably552!,weak,0.000439
>*Wl*uv=4~4FL,strong,1000.0000000001
late714#,weak,0.000469
$qY<]skq]2}E&`as4$a,strong,1000000000.0000000001
"+}I!R;u8,N2O",strong,100.0000000001
r;XtB8R#4%\C,strong,100.0000000001
side504,weak,0.000047
itself225!,weak,0.001163
and146#,weak,0.000101
$yKIL''SR,medium,0.1000000001
)K[u<pDu?1)2?x~C61I\,strong,10000000000.0000000001
information204#,weak,0.000759
well398,weak,0.000011
riu|p`?]20H,strong,10.0000000001
everybody460,weak,0.0000638
fall328#,weak,0.001075
let754,weak,0.00001649183999999999987267074175
'YGE1C`uSI3q#',strong,10000.0000000001
",m54qAnijr@g>#)",strong,100000.0000000001
around151,weak,0.00002497546666666666646960948128
"4\<;;%GmbW,'z59R/",strong,10000000.0000000001
water435#,weak,0.000457
"*-3&]P5,",weak,0.0100000001
machine805!,weak,0.001639
radio425,weak,0.00005393045333333333289829170098
[vr%#?&@t,medium,0.1000000001
help353@,weak,0.000207
Tqv)<}T9ItOA3/,strong,10000.0000000001
risk589@,weak,0.0009842
.pcvsD=COm:ikw+F&~,strong,100000000.0000000001
senior553!,weak,0.001117
decide316#,weak,0.001565
"i']H""xRLZ",medium,0.1000000001
fVz7E&/',weak,0.0100000001
technology449#,weak,0.000997
!EBli>Y.,weak,0.0100000001
Q0u4orL)6giN^V&T,strong,1000000.0000000001
_fcauWKrp\z,strong,10.0000000001
and192,weak,0.000011
save735,weak,0.0000796
indeed806,weak,0.0002542
car104@,weak,0.0000198
event446@,weak,0.000767
do672,weak,0.0000100001
pattern384#,weak,0.003751
Qm72YH]X~O6\,strong,100.0000000001
"^<+2/'5J-1*l0_h"".""Eb",strong,10000000000.0000000001
.)_KK2-x~1VxrRu,strong,100000.0000000001
away336#,weak,0.000241
surface11#,weak,0.00016
"`,(@[`IH}KavUM",strong,10000.0000000001
market248#,weak,0.000991
operation386,weak,0.0001178
lawyer163#,weak,0.001349
fine388@,weak,0.000251
+Uqe~E^sdIZ-}V!:M<m,strong,1000000000.0000000001
H60hRB+B_.r0t(,strong,10000.0000000001
=nGsiL%EO`sbv6F3,strong,1000000.0000000001
so932!,weak,0.0001000001
throw336!,weak,0.000985
^Jv(xbldOf?M,strong,100.0000000001
Vr`a7^_$/3f~,strong,100.0000000001
development328!,weak,0.000449
r*6^]c`(}?}Fez_2@,strong,10000000.0000000001
3*!S&<kWGH,medium,1.0000000001
two939#,weak,0.000101
"IeI\lN\s,<!=1fPJnUvs",strong,10000000000.0000000001
aDBOK^'\%_Kjdp,strong,10000.0000000001
outside804#,weak,0.000889
`?;'P40h2,medium,0.1000000001
he636,weak,0.0000100001
want321!,weak,0.000101
A*JPeQf!,weak,0.0100000001
foreign336!,weak,0.001193
try169@,weak,0.000355
citizen12!,weak,0.0004954
X1>~P!`PBr!V<,strong,1000.0000000001
myself156,weak,0.0000406517333333333330074310652
year141,weak,0.00001022133333333333325754210819
Tq$:9~^YV#<{m$XM/p,strong,100000000.0000000001
white59,weak,0.000002
heavy818!,weak,0.001633
recently554#,weak,0.001653
"!J<T9+1,$",medium,0.1000000001
possible511!,weak,0.000893
political290@,weak,0.000531
stop306!,weak,0.000263
school680!,weak,0.000101
VOvzV:z=0'Z,strong,10.0000000001
whom4,weak,0.000002
PQ9c5Yx%`!Lj3>_Mr],strong,100000000.0000000001
single872,weak,0.0000374
protect616!,weak,0.001013
!M)sbQ&#=)[5KOu\>,strong,10000000.0000000001
>n1g~[@)I?7HVh,strong,10000.0000000001
protect83@,weak,0.0001022
P%H>PHvS(d4(ME,strong,10000.0000000001
admit322@,weak,0.001091
=Q1&$hUcLG',strong,10.0000000001
generation993,weak,0.0002266
>|+0FH(vs,medium,0.1000000001
soldier389#,weak,0.002211
s.i}6YAlmO?w)THZ5,strong,10000000.0000000001
focus496#,weak,0.002061
?cu=-g&NG-l}M1H,strong,100000.0000000001
"2V?A_:sD;Vfx""Gc(E7",strong,100000000.0000000001
t&57hj9UEoJ<,strong,100.0000000001
issue903,weak,0.0001402
4CW{1pZ(~+15k,strong,1000.0000000001
",]p.SCz8d3>k",strong,100.0000000001
zy=v->@W,weak,0.0100000001
43Nh5#?lk(W,strong,10.0000000001
worker450,weak,0.0004148
onto905!,weak,0.002161
college263@,weak,0.000275
product216@,weak,0.001935
leave81@,weak,0.000033
E:5c}<j`=^s<f{m2l2-,strong,1000000000.0000000001
F88i^\aq]d35,strong,100.0000000001
bitP>~^-q<gizW+:YO,strong,63000000.000001
some580,weak,0.000012
$+pE\a0YAMB$cuj,strong,100000.0000000001
certain715#,weak,0.001457
me208!,weak,0.0001000001
involve734!,weak,0.004697
XhSIVeEY~,medium,0.1000000001
feeling264,weak,0.000065
",=PR-d`BMbn9FHf(",strong,1000000.0000000001
catch333,weak,0.00000634
miss213,weak,0.0000548
factor131,weak,0.0003252
?[&t&'$YJjdwWp,strong,10000.0000000001
BN6Q')64l)]yWdu,strong,100000.0000000001
kitchen494,weak,0.00016
book365@,weak,0.000423
"hOi4wf""3=rrLEi]6';",strong,100000000.0000000001
official360,weak,0.000089
z:Pe<$8EQ:,medium,1.0000000001
lead836,weak,0.000079
"!""$nP0cg1`Z?s/@",strong,100000.0000000001
party926#,weak,0.000331
K)]e_ETS@=,medium,1.0000000001
environment721@,weak,0.002069
qp+Zm-vCBBxk/GY?Q>,strong,100000000.0000000001
quality565,weak,0.0001634798933333333319978919462
0I1Q/Poe+,medium,0.1000000001
"selgI&>,",weak,0.0100000001
"Vd6_..(&tX""$Y`zp",strong,1000000.0000000001
l1ES8qd~@;m,strong,9.888001
"\7S:l7(h!,f+tU5T;'=x",strong,10000000000.0000000001
"h;;(""+)[",weak,0.0100000001
.zYLqVpp5j.I,strong,100.0000000001
material353@,weak,0.001493
",6SMJcEV[g[C.4w!5[P",strong,1000000000.0000000001
"On5C\:""6^7c)-B9w0/",strong,100000000.0000000001
RIQUl.giWET#`#R%1:},strong,1000000000.0000000001
Uc++>9Ogg,medium,0.1000000001
M_3*f:U|g/OT`,strong,1000.0000000001
*no}6_+FqI/b(,strong,1000.0000000001
day474@,weak,0.000253
"""vKH89Bi`s-?@.r&q",strong,10000000.0000000001
husband950!,weak,0.000705
foreign859#,weak,0.001193
share647@,weak,0.001255
NX\`:4+-nPF,strong,5.158
early40,weak,0.0000029
"]!$0,q?`yQ@p""",strong,1000.0000000001
PTy\p_=8O.'?/O,strong,10000.0000000001
meeting55!,weak,0.00008612
W6*+JT&}H<Jx_{kBOPJ,strong,1000000000.0000000001
wide110,weak,0.0001262
little852#,weak,0.000143
I838!,weak,0.0000100001
them340@,weak,0.000199
vnE_bWs')?j_*q[Uo-o9,strong,10000000000.0000000001
along717@,weak,0.0001287344
push652@,weak,0.001483
"<gukqTf0.v{-,",strong,1000.0000000001
public461@,weak,0.000293
able611,weak,0.0000696
what357@,weak,0.000101
q`qJ4dCs,weak,0.0100000001
!1$1)Goy-%U,strong,10.0000000001
00D.}Z.&-9!,strong,10.0000000001
"X}3%7""EM#l<.QBx",strong,100000.0000000001
"A.}e8l,H",weak,0.0100000001
S;!k~]I[t`NN,strong,100.0000000001
I}uI`G4},weak,0.0100000001
~?mqrm9$3jG,strong,10.0000000001
large170!,weak,0.000379
+LBMUe3-Oot*,strong,100.0000000001
address104#,weak,0.002061
"wYec$C05`$`Z&!j(Q9""",strong,1000000000.0000000001
TA8nam_j;,medium,0.1000000001
describe118!,weak,0.003533
"bz8z>:$t?V9z""G",strong,10000.0000000001
require370!,weak,0.003539
difference602,weak,0.0001414
N1HRrR5Rz*d{l~,strong,10000.0000000001
dO7Xm$%;$,medium,0.1000000001
&a?7}|W(.^.+]=TSzyH},strong,10000000000.0000000001
"wn2i@`|o4yH""t3F",strong,100000.0000000001
"F)h9G-""Imy;*oV(>eU",strong,100000000.0000000001
=~nlC4-6Wc%@HO,strong,10000.0000000001
either752!,weak,0.000637
vU{uVhg+Am/6DI_I-,strong,10000000.0000000001
community290,weak,0.0000462
describe481#,weak,0.003533
5nsQ?9Bif4$>H,strong,1000.0000000001
4g!N3tO&{Oo'}@,strong,10000.0000000001
H|[Sn2)JY>0:?IdiE,strong,10000000.0000000001
:ew`wKCxX{,medium,1.0000000001
N+[#l&N0H@q3ugK]I),strong,100000000.0000000001
these768!,weak,0.000151
stage422#,weak,0.000887
b#&%3bKD,weak,0.0100000001
yeah146,weak,0.000011
^>&wkP5QNLiC(xA7,strong,1000000.0000000001
citizen909#,weak,0.004945
large113@,weak,0.000379
b6*y_p%/2oS/fW,strong,10000.0000000001
IZ?$&se='T`Su=Kf\a_:,strong,10000000000.0000000001
]'S!Aet>lt}IB,strong,1000.0000000001
itself33@,weak,0.0001172
product261@,weak,0.001935
strong216,weak,0.000115
CZMt^aoi[U}aK;'o,strong,1000000.0000000001
may466,weak,0.000011
brDv*+9)[8+|:Y,strong,10000.0000000001
grow905!,weak,0.001849
success907#,weak,0.000555
x/fu(q~$=rLUYWM`,strong,1000000.0000000001
*x5U@*|BE5BEfa,strong,10000.0000000001
R{=\+c?Lwn+e[@g,strong,100000.0000000001
yard877,weak,0.0002288
W9l.^GC-]j*M]baI:tHs,strong,10000000000.0000000001
yard572!,weak,0.000493
QnbkxMr\6X100OV>(,strong,10000000.0000000001
yet246#,weak,0.000479
F;qnp#23Z}(bUsRg#,strong,10000000.0000000001
try495#,weak,0.000355
";#bhcWBJ`$,xw{q;eZ",strong,100000000.0000000001
my189@,weak,0.0001000001
itlr}q3?_,medium,0.1000000001
can899!,weak,0.000101
WhI1@8h=TVY$=>1Kqd,strong,100000000.0000000001
&vEDJ1b)r,medium,0.1000000001
52}dg)Zvw]ByvOL9u,strong,10000000.0000000001
AzXO_Q!TXoaVcR,strong,10000.0000000001
speech878,weak,0.000189115199999999998453859007
B3)ZkI#r(/xZNhY<,strong,1000000.0000000001
market867#,weak,0.000991
political553@,weak,0.000531
MwQ4zKJ3@|INcw|w[j?n,strong,10000000000.0000000001
"\2;HYq|80dLBE2,AoN",strong,100000000.0000000001
ARa}]Oew-e2LFk,strong,10000.0000000001
catch696#,weak,0.001069
center989!,weak,0.000477
street562!,weak,0.000513
jTRrz)oH^nNh*,strong,1000.0000000001
ETKVy(29is%I30wg0R<,strong,1000000000.0000000001
"O+>'L7usX<tNm"")]#/YZ",strong,10000000000.0000000001
py5h(5KbuN2S!h^,strong,100000.0000000001
bag175!,weak,0.0010000001
x.nT9<qwmWn,strong,10.0000000001
use807!,weak,0.000259
wrong703@,weak,0.000299
sell992!,weak,0.001545
often609@,weak,0.000431
order551@,weak,0.000407
game510,weak,0.0000049
u`J'}A*-vL,medium,1.0000000001
C]*2{</&n,medium,0.1000000001
require765#,weak,0.003539
house843@,weak,0.000247
Ah*L]dps)PKf.pJ0*MD,strong,1000000000.0000000001
will538,weak,0.0000118
85=r'V;}muz1Arp+[LQ,strong,1000000000.0000000001
"h-YY>nN4nd""&K",strong,300.01
help957@,weak,0.000207
y`n$2nvQ,weak,0.0100000001
W*Z4g0ibC(,medium,1.0000000001
western894!,weak,0.000525
get956,weak,0.00001022133333333333325754210819
aLq)/fpgXS.T91uPN0,strong,100000000.0000000001
his708,weak,0.000011
other410@,weak,0.000101
chair796,weak,0.0001968
se[7qe00oD>D5v:WL,strong,10000000.0000000001
over614#,weak,0.000101
case712@,weak,0.000559
stay731#,weak,0.000339
far660@,weak,0.000667
operation635#,weak,0.001169
>_Is;&PKV(8,strong,10.0000000001
special553#,weak,0.000709
carry512!,weak,0.001879
E`t_#+7\VhPpz4~<~,strong,10000000.0000000001
jXb@HgP`ue>t|H]dy~[,strong,1000000000.0000000001
early299!,weak,0.000191
e0rsdo?P!~wv,strong,100.0000000001
somebody161,weak,0.0000544
9n1[nT:j9M,medium,1.0000000001
new989,weak,0.00001022133333333333325754210819
produce713!,weak,0.001865
bag885@,weak,0.0010000001
race23!,weak,0.000076
agree733!,weak,0.001249
@7OH(IEM^67N.U,strong,10000.0000000001
#DyB8ghcrr>,strong,10.0000000001
<Ekw'f9jhuy#v=nfOd[,strong,1000000000.0000000001
state503@,weak,0.0000342
"_8""B`<y\`#{0;]",strong,10000.0000000001
wife812!,weak,0.000519
n{\L&RW]O-)Y}sZO?rwh,strong,10000000000.0000000001
N5fg?XNGB}z[U,strong,1000.0000000001
"d%$#43R""4G4)rV*}Xo",strong,100000000.0000000001
