username,role,password,strength_label,crack_time_seconds
user1821,user,"q^(a7\=nl$d,Xh""M5&,C",strong,10000000000.0000000001
user1822,user,3cSpgy)hxQO=f|,strong,10000.0000000001
user1823,user,"S)3]tNR@,)&A",strong,100.0000000001
user1824,user,never71!,weak,0.000016
user1825,user,"bk$F/p_""N",medium,0.1000000001
user1826,user,Z9hkR3Je^w<U,strong,100.0000000001
user1827,user,education307#,weak,0.000435
user1828,user,nMp7V+<Lv*,medium,1.0000000001
user1829,user,*(f;=f8D:nQk,strong,100.0000000001
user1830,user,"eP%0BNw3]3(""/""sTzH",strong,100000000.0000000001
user1831,user,quality22#,weak,0.0001772
user1832,user,haZ+Jo*&W>ZG~N#{@,strong,10000000.0000000001
user1833,user,p7wfokxTA'4B+V76H^,strong,100000000.0000000001
user1834,user,night248!,weak,0.000239
user1835,user,wife883@,weak,0.000519
user1836,user,z@e3!ljtBjU,strong,10.0000000001
user1837,user,they332!,weak,0.000101
user1838,user,Wxtr^'m1]/Fse/HB,strong,1000000.0000000001
user1839,user,note704#,weak,0.001001
user1840,user,ve6almJeQ.IjR8D$,strong,131200.000001
user1841,user,&H}:JqQES]jhU0,strong,10000.0000000001
user1842,user,property339!,weak,0.001273
user1843,user,*c$j1VY=,weak,0.0100000001
user1844,user,TO53?n@xmTC9z!S<klt9,strong,10000000000.0000000001
user1845,user,#{V\+/swYBvj=]H,strong,100000.0000000001
user1846,user,]&:M2_oc+,medium,0.1000000001
user1847,user,trial275#,weak,0.001809
user1848,user,answer913@,weak,0.000711
user1849,user,despite704@,weak,0.000871
user1850,user,{{KPA6dW,weak,0.0100000001
user1851,user,$m'coQ!sndk.WCt`,strong,1000000.0000000001
user1852,user,cg~m}Spt?,medium,0.1000000001
user1853,user,time998@,weak,0.000101
user1854,user,federal213!,weak,0.000927
user1855,user,@AEbFEag<vD~7Q2_zx,strong,100000000.0000000001
user1856,user,'o]pN6xxzfaP;),strong,10000.0000000001
user1857,user,;e{bo.*kLMb,strong,10.0000000001
user1858,user,5Ip:ZAD@i?,medium,1.0000000001
user1859,user,bv<_5Kb@}]%t<24\{4w/,strong,10000000000.0000000001
user1860,user,039}]po1,weak,0.0100000001
user1861,user,aAK?H'A?5.4g-4,strong,10000.0000000001
user1862,user,skin59,weak,0.00002136
user1863,user,"hVwFY9p""ps",medium,1.0000000001
user1864,user,deep257!,weak,0.001421
user1865,user,"x~*sEY<8n6b""kI<R'",strong,10000000.0000000001
user1866,user,J\'c'k~D!Tjj,strong,100.0000000001
user1867,user,yet116!,weak,0.000479
user1868,user,lead293#,weak,0.000781
user1869,user,z`uf@x`^,weak,0.0100000001
user1870,user,thus403!,weak,0.000897
user1871,user,F<~>wR\Seg,medium,1.0000000001
user1872,user,X'GfZrC.c,medium,0.1000000001
user1873,user,note520#,weak,0.0004406
user1874,user,this382!,weak,0.000101
user1875,user,Awq(re?QsS,medium,1.0000000001
user1876,user,season644!,weak,0.000147
user1877,user,"""?j0UTD-M8",medium,0.778
user1878,user,"G""XoeF?=tC`cJfi",strong,100000.0000000001
user1879,user,law461#,weak,0.000413
user1880,user,smile773#,weak,0.001733
user1881,user,everyone752!,weak,0.000623
user1882,user,6y~:wgbC5%i6p5,strong,10000.0000000001
user1883,user,[i9rvk{Er*)y',strong,1000.0000000001
user1884,user,around316!,weak,0.000261
user1885,user,",,gW6_3+vW-<B$9",strong,100000.0000000001
user1886,user,![ySD=0Qq\,medium,1.0000000001
user1887,user,career649,weak,0.0000248
user1888,user,Mlj59zoFiaV\+UI,strong,69690.01
user1889,user,"P/:^7qW,2|~DQJJm",strong,1000000.0000000001
user1890,user,animal269#,weak,0.000687
user1891,user,truth276,weak,0.0000512
user1892,user,audience588!,weak,0.0013054
user1893,user,tough788@,weak,0.001239
user1894,user,KjgDBi/I6]CM,strong,100.0000000001
user1895,user,Q*GYHSr)@I)],strong,100.0000000001
user1896,user,|34a[v\ZZL,medium,1.0000000001
user1897,user,#k/P2jwjOH,medium,1.0000000001
user1898,user,gun621@,weak,0.0010000001
user1899,user,zu{r+C4AShb,strong,10.0000000001
user1900,user,this738@,weak,0.000101
user1901,user,either824@,weak,0.000637
user1902,user,7B>(<|]VZBo,strong,10.0000000001
user1903,user,"eO#~'=R""^",medium,0.1000000001
user1904,user,2W{2qy\;1,medium,0.1000000001
user1905,user,vHQ_Tbc[x`idL[,strong,10000.0000000001
user1906,user,163BP?Oy|*zH[mw,strong,100000.0000000001
user1907,user,hot784@,weak,0.000829
user1908,user,"Xt""EQI3SP^x<78m=g.>",strong,1000000000.0000000001
user1909,user,nation720@,weak,0.001809
user1910,user,wear979!,weak,0.001193
user1911,user,R]QPrm13[0e[hu[;h,strong,10000000.0000000001
user1912,user,lead972,weak,0.000079
user1913,user,computer254#,weak,0.000103
user1914,user,X{1)6u&/,weak,0.0100000001
user1915,user,"J_ho8sA,I`O",strong,10.0000000001
user1916,user,jR-PSVFh@],medium,0.478
user1917,user,individual461@,weak,0.001267
user1918,user,blood651,weak,0.0000797501866666666660194096039
user1919,user,9BH#9f0B,weak,0.0100000001
user1920,user,Yidlr<+$NoC*Kf6Q;,strong,10000000.0000000001
user1921,user,anyone786!,weak,0.000529
user1922,user,rtSL^VazuS_7j\U,strong,100000.0000000001
user1923,user,uy])wj*m;/,medium,1.0000000001
user1924,user,compare877@,weak,0.004469
user1925,user,reveal597#,weak,0.0010226
user1926,user,^zhJ.czE,weak,0.0100000001
user1927,user,how355@,weak,0.000101
user1928,user,security14!,weak,0.0000954
user1929,user,CkXGLT{uf}^mnpKp[,strong,10000000.0000000001
user1930,user,expect806#,weak,0.001055
user1931,user,set227!,weak,0.000401
user1932,user,#hI{SJbz3DQ@,strong,100.0000000001
user1933,user,5z1}{As%6WBfIpb]n7,strong,100000000.0000000001
user1934,user,account43@,weak,0.0002276
user1935,user,K8Mn+NCM=~Rqjo,strong,10000.0000000001
user1936,user,table769,weak,0.0001182
user1937,user,eye375@,weak,0.0008026288
user1938,user,H'P4a&4Q,weak,0.0100000001
user1939,user,film75#,weak,0.0000166
user1940,user,would878@,weak,0.000105
user1941,user,leave472,weak,0.000033
user1942,user,l64RMoFuIA&LL/G,strong,100000.0000000001
user1943,user,KBIU/p-mp6,medium,1.0000000001
user1944,user,xTPN:!ih;+M.If|P$^,strong,100000000.0000000001
user1945,user,parent443#,weak,0.003133
user1946,user,ground322,weak,0.000101
user1947,user,often984#,weak,0.000431
user1948,user,!qz!![+SK,medium,0.1000000001
user1949,user,after83#,weak,0.000011
user1950,user,"t2~#ULu%,fPgs",strong,1000.0000000001
user1951,user,agent221@,weak,0.001613
user1952,user,".anIT5\gXPL""Q4FQ",strong,696000.01
user1953,user,_pZ@FtcL;9<,strong,10.0000000001
user1954,user,@P+R|OW!,weak,0.0100000001
user1955,user,"zB&Y$Lq6bpB#B""?c~$k_",strong,10000000000.0000000001
user1956,user,trip773!,weak,0.001125
user1957,user,`;Y|Po4c&(#o,strong,100.0000000001
user1958,user,",:eAO$eUQ.F'57/bq",strong,10000000.0000000001
user1959,user,water18!,weak,0.0000466
user1960,user,tax294#,weak,0.0010000001
user1961,user,J]*jZ=aP5k.,strong,10.0000000001
user1962,user,long542#,weak,0.000165
user1963,user,s]`TUIehST2X,strong,86.41
user1964,user,Mr471!,weak,0.0001000001
user1965,user,PX]MxEkrovV>X[{[,strong,1000000.0000000001
user1966,user,information596#,weak,0.000759
user1967,user,participant382,weak,0.0009754
user1968,user,5QjrmuGb3qv1ov,strong,10000.0000000001
user1969,user,Cd1DOK'pv,medium,0.1000000001
user1970,user,wpn+B}3KyZx&u@,strong,10000.0000000001
user1971,user,fact690#,weak,0.000601
user1972,user,break597@,weak,0.0006494
user1973,user,property475,weak,0.0001182953599999999990359356161
user1974,user,politics24@,weak,0.000201
user1975,user,stay648,weak,0.0000348
user1976,user,"P[,kLMbb-7=U",strong,100.0000000001
user1977,user,include396#,weak,0.000381
user1978,user,computer500!,weak,0.000103
user1979,user,^sEXbCSH:*zeK%J@~f@b,strong,10000000000.0000000001
user1980,user,water616#,weak,0.000457
user1981,user,r*fh&FR<K,medium,0.1000000001
user1982,user,"(9yqB<o#+a,0\2Hy>{2",strong,1000000000.0000000001
user1983,user,when844#,weak,0.000101
user1984,user,"""BILiz7'flGrje&ie",strong,10000000.0000000001
user1985,user,woman349!,weak,0.000379
user1986,user,XCJi:HT!J9'H',strong,1000.0000000001
user1987,user,garden206,weak,0.000203
user1988,user,VNvb9992,weak,0.0100000001
user1989,user,rich398,weak,0.0001084
user1990,user,charge849!,weak,0.001515
user1991,user,Lt%)]nch,weak,0.0100000001
user1992,user,finally306!,weak,0.000791
user1993,user,cost670#,weak,0.001537
user1994,user,E4yo<?%]BX,medium,1.0000000001
user1995,user,glass16@,weak,0.0001138
user1996,user,institution344@,weak,0.002935
user1997,user,others64,weak,0.00000824
user1998,user,YU#Ns{[^YJ1.WBG8IY,strong,100000000.0000000001
user1999,user,jB)QcCjEVIK,strong,10.0000000001
user2000,user,=e4noW|a{Ci!(5,strong,5040.01
user2001,user,thought842!,weak,0.000205
user2002,user,Di]+~Gz&<{`%O\nX,strong,1000000.0000000001
user2003,user,when830!,weak,0.000101
user2004,user,4Exm/(W7I+-,strong,10.0000000001
user2005,user,thank113@,weak,0.000201
user2006,user,0Yslvd}o7@5sGkmK$5d\,strong,10000000000.0000000001
user2007,user,"~L,=>Mv9dDH2Z(*X50",strong,100000000.0000000001
user2008,user,do329!,weak,0.0001000001
user2009,user,"xQg*@d2Qg_mPB""`o",strong,1000000.0000000001
user2010,user,is/XVZ)jFZdg/|^,strong,100000.0000000001
user2011,user,1g|AnG.fc@a,strong,10.0000000001
user2012,user,including782,weak,0.0000184
user2013,user,sure608,weak,0.000017
user2014,user,}O^Lz8?F2,medium,0.1000000001
user2015,user,American387!,weak,0.000305
user2016,user,Qve1_^xqyq{;_T=nMr`,strong,1000000000.0000000001
user2017,user,_I+fHkUCEuDmMMl,strong,100000.0000000001
user2018,user,)9naqumdjDv<1OsH./1,strong,1000000000.0000000001
user2019,user,&aMNypXZ|Q_S5n<D,strong,1000000.0000000001
user2020,user,catch797,weak,0.0001078
user2021,user,"rx1E""SkE6HE1z3uu",strong,1000000.0000000001
user2022,user,quality992@,weak,0.001763
user2023,user,only159#,weak,0.000101
user2024,user,production952!,weak,0.000527
user2025,user,rkMVJ\&XFz.-xcE,strong,100000.0000000001
user2026,user,!M&^'^gYU7:W\4}jtOy;,strong,10000000000.0000000001
user2027,user,light866,weak,0.0000844
user2028,user,her960@,weak,0.000101
user2029,user,zSMx0Z_q.,medium,0.1000000001
user2030,user,father928@,weak,0.000335
user2031,user,tsSWol]dC\u'k(s>,strong,1000000.0000000001
user2032,user,KQ$aNFv-Hy&kKp,strong,10000.0000000001
user2033,user,town56#,weak,0.0000276
user2034,user,Q9:O?KAZPZ9X[hsZ7;2,strong,1000000000.0000000001
user2035,user,bad868,weak,0.00002921727999999999976807885104
user2036,user,n60rdHI10ccQ|i^p~,strong,10000000.0000000001
user2037,user,oE!FuM</~D5=IZLI<,strong,10000000.0000000001
user2038,user,read122@,weak,0.000729
user2039,user,production15#,weak,0.0000536
user2040,user,x))&;yX4v:=s,strong,100.0000000001
user2041,user,citizen978,weak,0.0004954
user2042,user,Ax_/|/D0u<N-1Acyo],strong,100000000.0000000001
user2043,user,task361@,weak,0.003131
user2044,user,election842@,weak,0.000547
user2045,user,60YnG4lV`f5Os(,strong,10000.0000000001
user2046,user,stand156#,weak,0.000693
user2047,user,L>5U&71`[@:i|oEF,strong,1000000.0000000001
user2048,user,r~|^n_y@YY&Y~(hN,strong,1000000.0000000001
user2049,user,JGD9{b*p?@1^;N4,strong,31200.000001
user2050,user,economic577,weak,0.00003668
user2051,user,stage123#,weak,0.000887
user2052,user,growth992!,weak,0.001821
user2053,user,appear537!,weak,0.0003298
user2054,user,+Ks_\fT[ljZ)PP-',strong,1000000.0000000001
user2055,user,Fs23RMc=QXM&f(,strong,10000.0000000001
user2056,user,discuss685@,weak,0.001603
user2057,user,course241@,weak,0.000345
user2058,user,"(q_ta*K[@,$^?uS",strong,100000.0000000001
user2059,user,blood544,weak,0.0000864
user2060,user,may450,weak,0.000011
user2061,user,southern601!,weak,0.000669
user2062,user,gqU\NMawmy^U,strong,100.0000000001
user2063,user,fear801,weak,0.0001748
user2064,user,industry418@,weak,0.000987
user2065,user,|b/43!Jc,weak,0.0100000001
user2066,user,ckG:o%-%qTcD.~JF:^,strong,100000000.0000000001
user2067,user,8KeWKUZa,weak,0.0100000001
user2068,user,edge82!,weak,0.0002624
user2069,user,international578#,weak,0.000265
user2070,user,treat971!,weak,0.001737
user2071,user,enough263#,weak,0.000353
user2072,user,Mrs152!,weak,0.0010000001
user2073,user,",(CX)y]F!cT(X,_n",strong,1000000.0000000001
user2074,user,]Uv9(SUfa0GyINio,strong,1000000.0000000001
user2075,user,action640@,weak,0.000913
user2076,user,"Ur""\j+#Z)?d",strong,10.0000000001
user2077,user,/!4$o9~@,weak,0.0100000001
user2078,user,M~XtSB2`n,medium,0.1000000001
user2079,user,#9-VIsF9`*BE1dp&,strong,1000000.0000000001
user2080,user,k+TN.t.[prRz2/FA'J|,strong,1000000000.0000000001
user2081,user,\(;$.==$yKj(?tIr,strong,1000000.0000000001
user2082,user,4fj{~EQW>d(yleHI=p,strong,100000000.0000000001
user2083,user,"[n9r""geJDFf",strong,10.0000000001
user2084,user,range683@,weak,0.000837
user2085,user,qoaS:{$K;<Z*80(vHo_R,strong,10000000000.0000000001
user2086,user,"29gyQLLB$""",medium,1.0000000001
user2087,user,heavy680,weak,0.0001642
user2088,user,soon277!,weak,0.000513
user2089,user,gEoj%HD2XA>h$zb@o,strong,10000000.0000000001
user2090,user,xqVim!o$r7,medium,1.0000000001
user2091,user,end75@,weak,0.0000294
user2092,user,kid868!,weak,0.000615
user2093,user,"gu</p^""VJ7zS%!K.;",strong,10000000.0000000001
user2094,user,practice629#,weak,0.001297
user2095,user,apply370@,weak,0.004533
user2096,user,herself15,weak,0.00000736
user2097,user,d_=H{ZhS]lf<c<I{K(,strong,100000000.0000000001
user2098,user,l%<wCevdH@&$|_n,strong,100000.0000000001
user2099,user,!p9ocI>p2=V0vhU5qa`,strong,1000000000.0000000001
user2100,user,bz>+#9s}iy8F,strong,100.0000000001
user2101,user,>VG!9DZ</])$'+Bl,strong,1000000.0000000001
user2102,user,reduce307#,weak,0.003449
user2103,user,interview605!,weak,0.002579
user2104,user,e]jYEJe`g&,medium,1.0000000001
user2105,user,baby265#,weak,0.000331
user2106,user,remember448!,weak,0.000311
user2107,user,pSJxKsoL8!h%,strong,100.0000000001
user2108,user,late778@,weak,0.000469
user2109,user,expert511@,weak,0.0012034
user2110,user,allow884#,weak,0.001807
user2111,user,@Ic&#R;eQWk,strong,10.0000000001
user2112,user,")""""I,3%Y+#Y%YWJ",strong,100000.0000000001
user2113,user,"%g}xSpgkwt:ui""U|Mu",strong,100000000.0000000001
user2114,user,}32}?]K\N,medium,0.1000000001
user2115,user,"ww344e""8",weak,0.0100000001
user2116,user,"-!H[<lX??@:`J*""",strong,100000.0000000001
user2117,user,!m]60j8TF!bs:eS83J,strong,100000000.0000000001
user2118,user,K8A)?[3!-~,medium,1.0000000001
user2119,user,^:M;wa]B\Cn5#=,strong,10000.0000000001
user2120,user,know229,weak,0.000011
user2121,user,"E""&MR3;9VzHe>\W+0j9",strong,1000000000.0000000001
user2122,user,close122,weak,0.0000666
user2123,user,woman183#,weak,0.000379
user2124,user,G]E{qAmX,weak,0.0100000001
user2125,user,or171@,weak,0.0001000001
user2126,user,chance302#,weak,0.000523
user2127,user,oGAUgXSl!Fip_!d6^+##,strong,10000000000.0000000001
user2128,user,down544#,weak,0.000175
user2129,user,daughter725@,weak,0.000643
user2130,user,v<'4gfC!ztQ,strong,10.0000000001
user2131,user,help149,weak,0.0000216
user2132,user,"6Ut0X""Cb7Y^uF#RpfcT4",strong,10000000000.0000000001
user2133,user,"rmo8~]s,S2qitBJ)*",strong,10000000.0000000001
user2134,user,toward543,weak,0.000018748
user2135,user,local635@,weak,0.000341
user2136,user,work940#,weak,0.000215
user2137,user,focus275!,weak,0.002061
user2138,user,senior94!,weak,0.0001126
user2139,user,+-L/)`>:Zg[^x,strong,1000.0000000001
user2140,user,?B/C/&Rg,weak,0.0100000001
user2141,user,6WOy/4y2>5,medium,1.0000000001
user2142,user,Z}x$SEY'*)~Q0,strong,1000.0000000001
user2143,user,animal771,weak,0.0000696
user2144,user,herself784!,weak,0.001273
user2145,user,"u1_&|>*mml""",strong,10.0000000001
user2146,user,international438@,weak,0.000265
user2147,user,money533@,weak,0.000285
user2148,user,girl582!,weak,0.000137
user2149,user,establish609#,weak,0.003201
user2150,user,identify336!,weak,0.004811
user2151,user,7/|+e\\ScCKqD,strong,1000.0000000001
user2152,user,KQ;8R/8u,weak,0.0100000001
user2153,user,%`8a8<uq6BWS\}a,strong,100000.0000000001
user2154,user,former158!,weak,0.000327
user2155,user,&IZ.7\B#4:<mhv8`jA,strong,100000000.0000000001
user2156,user,party545@,weak,0.000331
user2157,user,"*xw4U#h4s),-_UFQy>l4",strong,3000000000.01
user2158,user,4`i$u`YJ%m;g'<6|y,strong,10000000.0000000001
user2159,user,7MUUeizDftG,strong,10.0000000001
user2160,user,*K{hLSmmjRd(<,strong,1000.0000000001
user2161,user,_5X$r\P`fmc;`*x?,strong,1000000.0000000001
user2162,user,ZZR+PAE-,weak,0.0100000001
user2163,user,tax247,weak,0.0001000001
user2164,user,G:zs{RMw\/R,strong,10.0000000001
user2165,user,8Jk4v-c1)w[MV+,strong,10000.0000000001
user2166,user,price458,weak,0.00001427871999999999989086063579
user2167,user,case581@,weak,0.0003106
user2168,user,relationship869@,weak,0.000945
user2169,user,training702#,weak,0.000801
user2170,user,"A}wTu,juP@tN~Ljdx",strong,10000000.0000000001
user2171,user,work707!,weak,0.000215
user2172,user,data228@,weak,0.001059
user2173,user,natural786!,weak,0.001105
user2174,user,co9jM*b6APUmE@Z77,strong,10000000.0000000001
user2175,user,follow555,weak,0.00000699
user2176,user,"""3_8'QP0`nK[7>9{<z",strong,100000000.0000000001
user2177,user,lot220@,weak,0.000287
user2178,user,house192@,weak,0.000247
user2179,user,7r[INkA}cal<Dl&<x[A7,strong,10000000000.0000000001
user2180,user,in99!,weak,0.0000100001
user2181,user,R}&?G+R8ixpzUHmg:%9,strong,1000000000.0000000001
user2182,user,"Sfbb:U+""",weak,0.0100000001
user2183,user,unit517@,weak,0.0002238
user2184,user,change682!,weak,0.000573
user2185,user,"7Z,y@>zMB{%o|[v'5",strong,10000000.0000000001
user2186,user,try927@,weak,0.000355
user2187,user,visit490!,weak,0.001557
user2188,user,key408,weak,0.0001000001
user2189,user,4My1Ela^1+v{,strong,21.25288
user2190,user,(mT}:t${>C*-%k`;q,strong,10000000.0000000001
user2191,user,>?*hz8PJ/5jC`qmm,strong,1000000.0000000001
user2192,user,"""xyX6GH\7_*2{U&a",strong,1000000.0000000001
user2193,user,customer691,weak,0.0004128
user2194,user,drive784!,weak,0.000999
user2195,user,TJ@)0q'$`Z9B,strong,100.0000000001
user2196,user,section631#,weak,0.000973
user2197,user,()b]`wdy[ndb,strong,100.0000000001
user2198,user,executive936#,weak,0.001365
user2199,user,practice172,weak,0.0001306
user2200,user,third670@,weak,0.000399
user2201,user,GuWJE]5P=:c,strong,10.0000000001
user2202,user,587pjid8v'+iGT\I,strong,1000000.0000000001
user2203,user,}>'mz.#[^|c`7a=,strong,100000.0000000001
user2204,user,world674!,weak,0.000107
user2205,user,his271!,weak,0.000101
user2206,user,Kok\];z8DC2yf+/%dX?,strong,1000000000.0000000001
user2207,user,o_~-jqem}H^S^iY;s8&,strong,1000000000.0000000001
user2208,user,world812,weak,0.0000116
user2209,user,point372,weak,0.0000542
user2210,user,Tn6`6]TGa#wDn!k1R,strong,10000000.0000000001
user2211,user,arrive841!,weak,0.004237
user2212,user,w6wr&Q]n>KM,strong,10.0000000001
user2213,user,_#6rL89Bs*,medium,1.0000000001
user2214,user,occur977!,weak,0.002907
user2215,user,QyF0nLB#,weak,0.0100000001
user2216,user,space760!,weak,0.000901
user2217,user,black532!,weak,0.000283
user2218,user,world424,weak,0.00001077461333333333325299463468
user2219,user,nearly527@,weak,0.001595
user2220,user,vKSk+D2),weak,0.0100000001
user2221,user,song118#,weak,0.000321
user2222,user,state13!,weak,0.000013
user2223,user,xf<fl<n&b_xN_G,strong,10000.0000000001
user2224,user,RYx'fn$oD<sRM$,strong,10000.0000000001
user2225,user,join311@,weak,0.0002392848
user2226,user,me572@,weak,0.0001000001
user2227,user,chance7,weak,0.0000011281
user2228,user,"175Vei\7%Uox""neN&eN",strong,464000000.000001
user2229,user,1B+2W\Qr!CO+CxQ[I,strong,10000000.0000000001
user2230,user,]-`pb~??bn7o,strong,100.0000000001
user2231,user,trade10#,weak,0.0001184
user2232,user,turn365,weak,0.00005263946666666666624223580584
user2233,user,treat97!,weak,0.0001746
user2234,user,a642,weak,0.0000010001
user2235,user,pretty700@,weak,0.000399
user2236,user,HYc6j6wsMrib,strong,100.0000000001
user2237,user,whatever392#,weak,0.000209
user2238,user,Y/$zyyB>,weak,0.0100000001
user2239,user,quality669#,weak,0.001763
user2240,user,peace815#,weak,0.001621
user2241,user,American800,weak,0.0000314
user2242,user,history294,weak,0.0000202
user2243,user,drive470,weak,0.0001008
user2244,user,later644@,weak,0.000117
user2245,user,leg218,weak,0.0001000001
user2246,user,*apw[\.t{U9>YYkQC},strong,100000000.0000000001
user2247,user,mother239,weak,0.0000316
user2248,user,practice108!,weak,0.001297
user2249,user,each225#,weak,0.000249
user2250,user,budget880,weak,0.0003004
user2251,user,perhaps888#,weak,0.001071
user2252,user,_MLzN`N8OKL)2,strong,1000.0000000001
user2253,user,"m~I%}y:d\`Z%(rf(""D=z",strong,10000000000.0000000001
user2254,user,?hRJ^Qg`D6);J7(n#,strong,10000000.0000000001
user2255,user,:hA4T0;$Y}$4uH,strong,10000.0000000001
user2256,user,individual917,weak,0.0001276
user2257,user,shoulder228,weak,0.000269
user2258,user,line911!,weak,0.000297
user2259,user,win459,weak,0.00007237311999999999941337591736
user2260,user,Ua'8Lw$9m$ft8,strong,1000.0000000001
user2261,user,#3GTFVH@Pvv,strong,10.0000000001
user2262,user,",cgb23i[{2Kmd",strong,1000.0000000001
user2263,user,SG)ZyPw+a^)xQ,strong,1000.0000000001
user2264,user,(X#~ZDj#Z=)W4,strong,1000.0000000001
user2265,user,no783!,weak,0.000011
user2266,user,ZKqQ)'D*G,medium,0.1000000001
user2267,user,%3~^]u/rF?J4\,strong,1000.0000000001
user2268,user,body220!,weak,0.000805
user2269,user,g5cB\NU;x5nN\.oS=zGn,strong,10000000000.0000000001
user2270,user,F)?&T(_~,weak,0.0100000001
user2271,user,particularly796,weak,0.0001432
user2272,user,xDz[9(_hXn,medium,1.0000000001
user2273,user,rate945!,weak,0.001497
user2274,user,energy558!,weak,0.001149
user2275,user,f$JS'{}|,weak,0.0100000001
user2276,user,especially440@,weak,0.001039
user2277,user,p/]Nb*v$hv{~05;Dx,strong,10000000.0000000001
user2278,user,effect108,weak,0.000158
user2279,user,tHnL^;V{B^#4C{D[HL,strong,100000000.0000000001
user2280,user,edge867#,weak,0.002615
user2281,user,U!y>jHB)r,medium,0.1000000001
user2282,user,]`Y$a5*=&jF@Kpi2b:Q,strong,1000000000.0000000001
user2283,user,"I7*`,Z.%Mx)m.aE,-!<Q",strong,10000000000.0000000001
user2284,user,pcP'*H-xhl@^,strong,100.0000000001
user2285,user,tn96wso;G,medium,0.1000000001
user2286,user,kind946!,weak,0.000297
user2287,user,about144@,weak,0.000101
user2288,user,!iZV!rcA,weak,0.0100000001
user2289,user,order764!,weak,0.000407
user2290,user,week882@,weak,0.000763
user2291,user,"uPCZlqQ|f|p*v+iCv,qC",strong,10000000000.0000000001
user2292,user,early739#,weak,0.000191
user2293,user,should597,weak,0.0000192
user2294,user,${PweuO93Y6g3WL,strong,100000.0000000001
user2295,user,"gId!)L1h,s@FWs",strong,10000.0000000001
user2296,user,m@s2{q7}2X#S~-,strong,10000.0000000001
user2297,user,night50!,weak,0.0000248
user2298,user,phone4@,weak,0.00000646
user2299,user,"""!T(mqo]~eC9`",strong,1000.0000000001
user2300,user,"=wmF}1(]cLK""!*",strong,10000.0000000001
user2301,user,anyone627#,weak,0.000529
user2302,user,sFleV9oJ+?0`=,strong,1000.0000000001
user2303,user,party333#,weak,0.000331
user2304,user,*xS.0e>a_V),strong,10.0000000001
user2305,user,run218@,weak,0.000525
user2306,user,response944!,weak,0.001691
user2307,user,you902,weak,0.000011
user2308,user,?hw6ge!>lZHX<g,strong,10000.0000000001
user2309,user,discussion787@,weak,0.003069
user2310,user,anything632,weak,0.00001796725333333333319387747906
user2311,user,4c#auU+a[^,medium,1.0000000001
user2312,user,"rVt}dFb9;:VfT!.dP#""",strong,1000000000.0000000001
user2313,user,N*UIZe}diEh9TIe>^o9,strong,1000000000.0000000001
user2314,user,big726@,weak,0.000285
user2315,user,positive17#,weak,0.0002046
user2316,user,db9qRu%s,weak,0.0100000001
user2317,user,c\2Db5{%iJ,medium,1.0000000001
user2318,user,operation618#,weak,0.001169
user2319,user,uaheFZo[bn;68'X)=Z,strong,100000000.0000000001
user2320,user,"Y3iBf=""=y<NC=I,R$>+6",strong,10000000000.0000000001
user2321,user,commercial690#,weak,0.001229
user2322,user,push473@,weak,0.001483
user2323,user,~?9~ThHU^a#ns?,strong,10000.0000000001
user2324,user,make438!,weak,0.000145
user2325,user,"""![#+R<u4dgzE",strong,1000.0000000001
user2326,user,yes129@,weak,0.000131
user2327,user,lead831,weak,0.000079
user2328,user,"P-R^qn62:0tlRx""PxS<",strong,1000000000.0000000001
user2329,user,hand100#,weak,0.000659
user2330,user,any474@,weak,0.000191
user2331,user,seven602@,weak,0.000813
user2332,user,"mZ!7Z%[,I`cje",strong,1000.0000000001
user2333,user,past499@,weak,0.000769
user2334,user,"CaeLEQP""'vIK?w\",strong,100000.0000000001
user2335,user,O.s>%wyx$1!=ni!@:,strong,10000000.0000000001
user2336,user,^vydjbgC*_kOy,strong,1000.0000000001
user2337,user,perhaps445,weak,0.000108
user2338,user,so134!,weak,0.0001000001
user2339,user,my867#,weak,0.0001000001
user2340,user,"@euF,Z23",weak,0.0100000001
user2341,user,return215#,weak,0.000879
user2342,user,:z}N(rdLSM%:x1!lde[,strong,1000000000.0000000001
user2343,user,"?/N`#B-gA,\D",strong,100.0000000001
user2344,user,name378,weak,0.0000222
user2345,user,C0n:ntpxnby#,strong,100.0000000001
user2346,user,main865#,weak,0.000397
user2347,user,program605@,weak,0.000559
user2348,user,same785@,weak,0.000255
user2349,user,"l&Gn_j,ps>Oy",strong,100.0000000001
user2350,user,?0C$xJ(H<965,strong,100.0000000001
user2351,user,"C6e""4@|^=_c>|Z",strong,10000.0000000001
user2352,user,l264.f)&*#?T9,strong,1000.0000000001
user2353,user,D6^=]t4@FD;kpb4@({.a,strong,10000000000.0000000001
user2354,user,pay197@,weak,0.000709
user2355,user,5iKtNH3-w;et|%)4p/,strong,100000000.0000000001
user2356,user,`W<c3Fw1[N}v+35E^Y,strong,100000000.0000000001
user2357,user,7wMdI2uRQa,medium,1.0000000001
user2358,user,w|d|&K=lwtsPS{>#,strong,1000000.0000000001
user2359,user,5}AJ.=g(Q|9n.,strong,1000.0000000001
user2360,user,h/dkdc}H4^8)St=,strong,100000.0000000001
user2361,user,walk629!,weak,0.000669
user2362,user,half774@,weak,0.000693
user2363,user,authority97@,weak,0.0001732
user2364,user,Bk-$XV)TLwJ6#H4<dH,strong,100000000.0000000001
user2365,user,method748#,weak,0.001985
